Natureza,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total,Ano,Cidade,Regiao
OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,São Francisco,São José do Rio Preto
OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,São Francisco,São José do Rio Preto
OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,São Francisco,São José do Rio Preto
Nº DE ARMAS DE FOGO APREENDIDAS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,São Francisco,São José do Rio Preto
Nº DE FLAGRANTES LAVRADOS,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,São Francisco,São José do Rio Preto
Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,São Francisco,São José do Rio Preto
Nº DE INFRATORES APREENDIDOS POR MANDADO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,São Francisco,São José do Rio Preto
Nº DE PESSOAS PRESAS EM FLAGRANTE,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,São Francisco,São José do Rio Preto
Nº DE PESSOAS PRESAS POR MANDADO,0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2020,São Francisco,São José do Rio Preto
Nº DE PRISÕES EFETUADAS,1.0,0.0,1.0,...,...,...,...,...,...,...,...,...,2.0,2020,São Francisco,São José do Rio Preto
Nº DE VEÍCULOS RECUPERADOS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,São Francisco,São José do Rio Preto
TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS,4.0,0.0,0.0,...,...,...,...,...,...,...,...,...,4.0,2020,São Francisco,São José do Rio Preto
OCORRÊNCIAS DE PORTE DE ENTORPECENTES,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,São João das Duas Pontes,São José do Rio Preto
OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,São João das Duas Pontes,São José do Rio Preto
OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,São João das Duas Pontes,São José do Rio Preto
OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,São João das Duas Pontes,São José do Rio Preto
Nº DE ARMAS DE FOGO APREENDIDAS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,São João das Duas Pontes,São José do Rio Preto
Nº DE FLAGRANTES LAVRADOS,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,São João das Duas Pontes,São José do Rio Preto
Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,São João das Duas Pontes,São José do Rio Preto
Nº DE INFRATORES APREENDIDOS POR MANDADO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,São João das Duas Pontes,São José do Rio Preto
Nº DE PESSOAS PRESAS EM FLAGRANTE,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,São João das Duas Pontes,São José do Rio Preto
Nº DE PESSOAS PRESAS POR MANDADO,0.0,0.0,2.0,...,...,...,...,...,...,...,...,...,2.0,2020,São João das Duas Pontes,São José do Rio Preto
Nº DE PRISÕES EFETUADAS,1.0,0.0,2.0,...,...,...,...,...,...,...,...,...,3.0,2020,São João das Duas Pontes,São José do Rio Preto
Nº DE VEÍCULOS RECUPERADOS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,São João das Duas Pontes,São José do Rio Preto
TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS,2.0,1.0,4.0,...,...,...,...,...,...,...,...,...,7.0,2020,São João das Duas Pontes,São José do Rio Preto
OCORRÊNCIAS DE PORTE DE ENTORPECENTES,9.0,6.0,6.0,...,...,...,...,...,...,...,...,...,21.0,2020,São José do Rio Preto,São José do Rio Preto
OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,75.0,67.0,53.0,...,...,...,...,...,...,...,...,...,195.0,2020,São José do Rio Preto,São José do Rio Preto
OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),3.0,3.0,1.0,...,...,...,...,...,...,...,...,...,7.0,2020,São José do Rio Preto,São José do Rio Preto
OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,2.0,5.0,4.0,...,...,...,...,...,...,...,...,...,11.0,2020,São José do Rio Preto,São José do Rio Preto
Nº DE ARMAS DE FOGO APREENDIDAS,6.0,2.0,7.0,...,...,...,...,...,...,...,...,...,15.0,2020,São José do Rio Preto,São José do Rio Preto
Nº DE FLAGRANTES LAVRADOS,108.0,80.0,103.0,...,...,...,...,...,...,...,...,...,291.0,2020,São José do Rio Preto,São José do Rio Preto
Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,4.0,8.0,3.0,...,...,...,...,...,...,...,...,...,15.0,2020,São José do Rio Preto,São José do Rio Preto
Nº DE INFRATORES APREENDIDOS POR MANDADO,8.0,2.0,3.0,...,...,...,...,...,...,...,...,...,13.0,2020,São José do Rio Preto,São José do Rio Preto
Nº DE PESSOAS PRESAS EM FLAGRANTE,128.0,92.0,122.0,...,...,...,...,...,...,...,...,...,342.0,2020,São José do Rio Preto,São José do Rio Preto
Nº DE PESSOAS PRESAS POR MANDADO,180.0,144.0,131.0,...,...,...,...,...,...,...,...,...,455.0,2020,São José do Rio Preto,São José do Rio Preto
Nº DE PRISÕES EFETUADAS,283.0,224.0,234.0,...,...,...,...,...,...,...,...,...,741.0,2020,São José do Rio Preto,São José do Rio Preto
Nº DE VEÍCULOS RECUPERADOS,58.0,76.0,38.0,...,...,...,...,...,...,...,...,...,172.0,2020,São José do Rio Preto,São José do Rio Preto
TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS,334.0,285.0,259.0,...,...,...,...,...,...,...,...,...,878.0,2020,São José do Rio Preto,São José do Rio Preto
OCORRÊNCIAS DE PORTE DE ENTORPECENTES,0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2020,Sebastianópolis do Sul,São José do Rio Preto
OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Sebastianópolis do Sul,São José do Rio Preto
OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Sebastianópolis do Sul,São José do Rio Preto
OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Sebastianópolis do Sul,São José do Rio Preto
Nº DE ARMAS DE FOGO APREENDIDAS,0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2020,Sebastianópolis do Sul,São José do Rio Preto
Nº DE FLAGRANTES LAVRADOS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Sebastianópolis do Sul,São José do Rio Preto
Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Sebastianópolis do Sul,São José do Rio Preto
Nº DE INFRATORES APREENDIDOS POR MANDADO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Sebastianópolis do Sul,São José do Rio Preto
Nº DE PESSOAS PRESAS EM FLAGRANTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Sebastianópolis do Sul,São José do Rio Preto
Nº DE PESSOAS PRESAS POR MANDADO,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Sebastianópolis do Sul,São José do Rio Preto
Nº DE PRISÕES EFETUADAS,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Sebastianópolis do Sul,São José do Rio Preto
Nº DE VEÍCULOS RECUPERADOS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Sebastianópolis do Sul,São José do Rio Preto
TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS,0.0,5.0,1.0,...,...,...,...,...,...,...,...,...,6.0,2020,Sebastianópolis do Sul,São José do Rio Preto
OCORRÊNCIAS DE PORTE DE ENTORPECENTES,0.0,3.0,0.0,...,...,...,...,...,...,...,...,...,3.0,2020,Tabapuã,São José do Rio Preto
OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2020,Tabapuã,São José do Rio Preto
OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Tabapuã,São José do Rio Preto
OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Tabapuã,São José do Rio Preto
Nº DE ARMAS DE FOGO APREENDIDAS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Tabapuã,São José do Rio Preto
Nº DE FLAGRANTES LAVRADOS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Tabapuã,São José do Rio Preto
Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Tabapuã,São José do Rio Preto
Nº DE INFRATORES APREENDIDOS POR MANDADO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Tabapuã,São José do Rio Preto
Nº DE PESSOAS PRESAS EM FLAGRANTE,0.0,0.0,4.0,...,...,...,...,...,...,...,...,...,4.0,2020,Tabapuã,São José do Rio Preto
Nº DE PESSOAS PRESAS POR MANDADO,5.0,0.0,1.0,...,...,...,...,...,...,...,...,...,6.0,2020,Tabapuã,São José do Rio Preto
Nº DE PRISÕES EFETUADAS,5.0,0.0,5.0,...,...,...,...,...,...,...,...,...,10.0,2020,Tabapuã,São José do Rio Preto
Nº DE VEÍCULOS RECUPERADOS,0.0,1.0,1.0,...,...,...,...,...,...,...,...,...,2.0,2020,Tabapuã,São José do Rio Preto
TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS,18.0,9.0,14.0,...,...,...,...,...,...,...,...,...,41.0,2020,Tabapuã,São José do Rio Preto
OCORRÊNCIAS DE PORTE DE ENTORPECENTES,3.0,2.0,0.0,...,...,...,...,...,...,...,...,...,5.0,2020,Tanabi,São José do Rio Preto
OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,5.0,1.0,2.0,...,...,...,...,...,...,...,...,...,8.0,2020,Tanabi,São José do Rio Preto
OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Tanabi,São José do Rio Preto
OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Tanabi,São José do Rio Preto
Nº DE ARMAS DE FOGO APREENDIDAS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Tanabi,São José do Rio Preto
Nº DE FLAGRANTES LAVRADOS,4.0,1.0,0.0,...,...,...,...,...,...,...,...,...,5.0,2020,Tanabi,São José do Rio Preto
Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Tanabi,São José do Rio Preto
Nº DE INFRATORES APREENDIDOS POR MANDADO,0.0,1.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Tanabi,São José do Rio Preto
Nº DE PESSOAS PRESAS EM FLAGRANTE,5.0,1.0,0.0,...,...,...,...,...,...,...,...,...,6.0,2020,Tanabi,São José do Rio Preto
Nº DE PESSOAS PRESAS POR MANDADO,0.0,3.0,4.0,...,...,...,...,...,...,...,...,...,7.0,2020,Tanabi,São José do Rio Preto
Nº DE PRISÕES EFETUADAS,4.0,4.0,4.0,...,...,...,...,...,...,...,...,...,12.0,2020,Tanabi,São José do Rio Preto
Nº DE VEÍCULOS RECUPERADOS,1.0,0.0,1.0,...,...,...,...,...,...,...,...,...,2.0,2020,Tanabi,São José do Rio Preto
TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS,14.0,22.0,12.0,...,...,...,...,...,...,...,...,...,48.0,2020,Tanabi,São José do Rio Preto
OCORRÊNCIAS DE PORTE DE ENTORPECENTES,1.0,1.0,0.0,...,...,...,...,...,...,...,...,...,2.0,2020,Três Fronteiras,São José do Rio Preto
OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Três Fronteiras,São José do Rio Preto
OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Três Fronteiras,São José do Rio Preto
OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,0.0,1.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Três Fronteiras,São José do Rio Preto
Nº DE ARMAS DE FOGO APREENDIDAS,0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2020,Três Fronteiras,São José do Rio Preto
Nº DE FLAGRANTES LAVRADOS,0.0,0.0,2.0,...,...,...,...,...,...,...,...,...,2.0,2020,Três Fronteiras,São José do Rio Preto
Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Três Fronteiras,São José do Rio Preto
Nº DE INFRATORES APREENDIDOS POR MANDADO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Três Fronteiras,São José do Rio Preto
Nº DE PESSOAS PRESAS EM FLAGRANTE,0.0,0.0,4.0,...,...,...,...,...,...,...,...,...,4.0,2020,Três Fronteiras,São José do Rio Preto
Nº DE PESSOAS PRESAS POR MANDADO,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Três Fronteiras,São José do Rio Preto
Nº DE PRISÕES EFETUADAS,1.0,0.0,2.0,...,...,...,...,...,...,...,...,...,3.0,2020,Três Fronteiras,São José do Rio Preto
Nº DE VEÍCULOS RECUPERADOS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Três Fronteiras,São José do Rio Preto
TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS,14.0,5.0,14.0,...,...,...,...,...,...,...,...,...,33.0,2020,Três Fronteiras,São José do Rio Preto
OCORRÊNCIAS DE PORTE DE ENTORPECENTES,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Turmalina,São José do Rio Preto
OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Turmalina,São José do Rio Preto
OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Turmalina,São José do Rio Preto
OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Turmalina,São José do Rio Preto
Nº DE ARMAS DE FOGO APREENDIDAS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Turmalina,São José do Rio Preto
Nº DE FLAGRANTES LAVRADOS,0.0,0.0,2.0,...,...,...,...,...,...,...,...,...,2.0,2020,Turmalina,São José do Rio Preto
Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Turmalina,São José do Rio Preto
Nº DE INFRATORES APREENDIDOS POR MANDADO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Turmalina,São José do Rio Preto
Nº DE PESSOAS PRESAS EM FLAGRANTE,0.0,0.0,5.0,...,...,...,...,...,...,...,...,...,5.0,2020,Turmalina,São José do Rio Preto
Nº DE PESSOAS PRESAS POR MANDADO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Turmalina,São José do Rio Preto
Nº DE PRISÕES EFETUADAS,0.0,0.0,2.0,...,...,...,...,...,...,...,...,...,2.0,2020,Turmalina,São José do Rio Preto
Nº DE VEÍCULOS RECUPERADOS,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Turmalina,São José do Rio Preto
TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS,1.0,2.0,3.0,...,...,...,...,...,...,...,...,...,6.0,2020,Turmalina,São José do Rio Preto
OCORRÊNCIAS DE PORTE DE ENTORPECENTES,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Ubarana,São José do Rio Preto
OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Ubarana,São José do Rio Preto
OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Ubarana,São José do Rio Preto
OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Ubarana,São José do Rio Preto
Nº DE ARMAS DE FOGO APREENDIDAS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Ubarana,São José do Rio Preto
Nº DE FLAGRANTES LAVRADOS,1.0,1.0,1.0,...,...,...,...,...,...,...,...,...,3.0,2020,Ubarana,São José do Rio Preto
Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Ubarana,São José do Rio Preto
Nº DE INFRATORES APREENDIDOS POR MANDADO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Ubarana,São José do Rio Preto
Nº DE PESSOAS PRESAS EM FLAGRANTE,2.0,1.0,1.0,...,...,...,...,...,...,...,...,...,4.0,2020,Ubarana,São José do Rio Preto
Nº DE PESSOAS PRESAS POR MANDADO,2.0,2.0,1.0,...,...,...,...,...,...,...,...,...,5.0,2020,Ubarana,São José do Rio Preto
Nº DE PRISÕES EFETUADAS,3.0,3.0,2.0,...,...,...,...,...,...,...,...,...,8.0,2020,Ubarana,São José do Rio Preto
Nº DE VEÍCULOS RECUPERADOS,0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2020,Ubarana,São José do Rio Preto
TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS,7.0,4.0,5.0,...,...,...,...,...,...,...,...,...,16.0,2020,Ubarana,São José do Rio Preto
OCORRÊNCIAS DE PORTE DE ENTORPECENTES,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Uchôa,São José do Rio Preto
OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Uchôa,São José do Rio Preto
OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Uchôa,São José do Rio Preto
OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Uchôa,São José do Rio Preto
Nº DE ARMAS DE FOGO APREENDIDAS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Uchôa,São José do Rio Preto
Nº DE FLAGRANTES LAVRADOS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Uchôa,São José do Rio Preto
Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Uchôa,São José do Rio Preto
Nº DE INFRATORES APREENDIDOS POR MANDADO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Uchôa,São José do Rio Preto
Nº DE PESSOAS PRESAS EM FLAGRANTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Uchôa,São José do Rio Preto
Nº DE PESSOAS PRESAS POR MANDADO,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Uchôa,São José do Rio Preto
Nº DE PRISÕES EFETUADAS,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Uchôa,São José do Rio Preto
Nº DE VEÍCULOS RECUPERADOS,1.0,0.0,1.0,...,...,...,...,...,...,...,...,...,2.0,2020,Uchôa,São José do Rio Preto
TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS,4.0,6.0,8.0,...,...,...,...,...,...,...,...,...,18.0,2020,Uchôa,São José do Rio Preto
OCORRÊNCIAS DE PORTE DE ENTORPECENTES,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,União Paulista,São José do Rio Preto
OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,União Paulista,São José do Rio Preto
OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,União Paulista,São José do Rio Preto
OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,União Paulista,São José do Rio Preto
Nº DE ARMAS DE FOGO APREENDIDAS,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,União Paulista,São José do Rio Preto
Nº DE FLAGRANTES LAVRADOS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,União Paulista,São José do Rio Preto
Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,União Paulista,São José do Rio Preto
Nº DE INFRATORES APREENDIDOS POR MANDADO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,União Paulista,São José do Rio Preto
Nº DE PESSOAS PRESAS EM FLAGRANTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,União Paulista,São José do Rio Preto
Nº DE PESSOAS PRESAS POR MANDADO,0.0,1.0,1.0,...,...,...,...,...,...,...,...,...,2.0,2020,União Paulista,São José do Rio Preto
Nº DE PRISÕES EFETUADAS,0.0,1.0,1.0,...,...,...,...,...,...,...,...,...,2.0,2020,União Paulista,São José do Rio Preto
Nº DE VEÍCULOS RECUPERADOS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,União Paulista,São José do Rio Preto
TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS,0.0,1.0,1.0,...,...,...,...,...,...,...,...,...,2.0,2020,União Paulista,São José do Rio Preto
OCORRÊNCIAS DE PORTE DE ENTORPECENTES,0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2020,Urânia,São José do Rio Preto
OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2020,Urânia,São José do Rio Preto
OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Urânia,São José do Rio Preto
OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Urânia,São José do Rio Preto
Nº DE ARMAS DE FOGO APREENDIDAS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Urânia,São José do Rio Preto
Nº DE FLAGRANTES LAVRADOS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Urânia,São José do Rio Preto
Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Urânia,São José do Rio Preto
Nº DE INFRATORES APREENDIDOS POR MANDADO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Urânia,São José do Rio Preto
Nº DE PESSOAS PRESAS EM FLAGRANTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Urânia,São José do Rio Preto
Nº DE PESSOAS PRESAS POR MANDADO,1.0,0.0,1.0,...,...,...,...,...,...,...,...,...,2.0,2020,Urânia,São José do Rio Preto
Nº DE PRISÕES EFETUADAS,1.0,0.0,1.0,...,...,...,...,...,...,...,...,...,2.0,2020,Urânia,São José do Rio Preto
Nº DE VEÍCULOS RECUPERADOS,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Urânia,São José do Rio Preto
TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS,14.0,11.0,0.0,...,...,...,...,...,...,...,...,...,25.0,2020,Urânia,São José do Rio Preto
OCORRÊNCIAS DE PORTE DE ENTORPECENTES,2.0,0.0,0.0,...,...,...,...,...,...,...,...,...,2.0,2020,Urupês,São José do Rio Preto
OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,1.0,2.0,0.0,...,...,...,...,...,...,...,...,...,3.0,2020,Urupês,São José do Rio Preto
OCORRÊNCIAS DE APREENSÃO DE ENTORPECENTES(1),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Urupês,São José do Rio Preto
OCORRÊNCIAS DE PORTE ILEGAL DE ARMA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Urupês,São José do Rio Preto
Nº DE ARMAS DE FOGO APREENDIDAS,0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2020,Urupês,São José do Rio Preto
Nº DE FLAGRANTES LAVRADOS,2.0,3.0,0.0,...,...,...,...,...,...,...,...,...,5.0,2020,Urupês,São José do Rio Preto
Nº DE INFRATORES APREENDIDOS EM FLAGRANTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Urupês,São José do Rio Preto
Nº DE INFRATORES APREENDIDOS POR MANDADO,1.0,0.0,1.0,...,...,...,...,...,...,...,...,...,2.0,2020,Urupês,São José do Rio Preto
Nº DE PESSOAS PRESAS EM FLAGRANTE,3.0,3.0,0.0,...,...,...,...,...,...,...,...,...,6.0,2020,Urupês,São José do Rio Preto
Nº DE PESSOAS PRESAS POR MANDADO,3.0,6.0,2.0,...,...,...,...,...,...,...,...,...,11.0,2020,Urupês,São José do Rio Preto
Nº DE PRISÕES EFETUADAS,6.0,9.0,3.0,...,...,...,...,...,...,...,...,...,18.0,2020,Urupês,São José do Rio Preto
Nº DE VEÍCULOS RECUPERADOS,0.0,1.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Urupês,São José do Rio Preto
TOT. DE INQUÉRITOS POLICIAIS INSTAURADOS,24.0,20.0,17.0,...,...,...,...,...,...,...,...,...,61.0,2020,Urupês,São José do Rio Preto
OCORRÊNCIAS DE PORTE DE ENTORPECENTES,0.0,1.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Valentim Gentil,São José do Rio Preto
OCORRÊNCIAS DE TRÁFICO DE ENTORPECENTES,0.0,2.0,0.0,...,...,...,...,...,...,...,...,...,2.0,2020,Valentim Gentil,São José do Rio Preto
