Natureza,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Total,Ano,Cidade,Regiao
ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Pirajuí,Bauru
ROUBO DE CARGA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Pirajuí,Bauru
FURTO - OUTROS,11.0,17.0,14.0,...,...,...,...,...,...,...,...,...,42.0,2020,Pirajuí,Bauru
FURTO DE VEÍCULO,2.0,1.0,1.0,...,...,...,...,...,...,...,...,...,4.0,2020,Pirajuí,Bauru
HOMICÍDIO DOLOSO (2),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Piratininga,Bauru
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Piratininga,Bauru
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Piratininga,Bauru
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Piratininga,Bauru
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Piratininga,Bauru
HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Piratininga,Bauru
TENTATIVA DE HOMICÍDIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Piratininga,Bauru
LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Piratininga,Bauru
LESÃO CORPORAL DOLOSA,0.0,4.0,3.0,...,...,...,...,...,...,...,...,...,7.0,2020,Piratininga,Bauru
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Piratininga,Bauru
LESÃO CORPORAL CULPOSA - OUTRAS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Piratininga,Bauru
LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Piratininga,Bauru
Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Piratininga,Bauru
TOTAL DE ESTUPRO (4),1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Piratininga,Bauru
ESTUPRO,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Piratininga,Bauru
ESTUPRO DE VULNERÁVEL,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Piratininga,Bauru
TOTAL DE ROUBO - OUTROS (1),3.0,0.0,1.0,...,...,...,...,...,...,...,...,...,4.0,2020,Piratininga,Bauru
ROUBO - OUTROS,3.0,0.0,1.0,...,...,...,...,...,...,...,...,...,4.0,2020,Piratininga,Bauru
ROUBO DE VEÍCULO,0.0,1.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Piratininga,Bauru
ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Piratininga,Bauru
ROUBO DE CARGA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Piratininga,Bauru
FURTO - OUTROS,9.0,7.0,13.0,...,...,...,...,...,...,...,...,...,29.0,2020,Piratininga,Bauru
FURTO DE VEÍCULO,1.0,4.0,2.0,...,...,...,...,...,...,...,...,...,7.0,2020,Piratininga,Bauru
HOMICÍDIO DOLOSO (2),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Pompéia,Bauru
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Pompéia,Bauru
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Pompéia,Bauru
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Pompéia,Bauru
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Pompéia,Bauru
HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Pompéia,Bauru
TENTATIVA DE HOMICÍDIO,0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2020,Pompéia,Bauru
LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Pompéia,Bauru
LESÃO CORPORAL DOLOSA,1.0,3.0,8.0,...,...,...,...,...,...,...,...,...,12.0,2020,Pompéia,Bauru
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,1.0,0.0,2.0,...,...,...,...,...,...,...,...,...,3.0,2020,Pompéia,Bauru
LESÃO CORPORAL CULPOSA - OUTRAS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Pompéia,Bauru
LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Pompéia,Bauru
Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Pompéia,Bauru
TOTAL DE ESTUPRO (4),0.0,1.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Pompéia,Bauru
ESTUPRO,0.0,1.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Pompéia,Bauru
ESTUPRO DE VULNERÁVEL,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Pompéia,Bauru
TOTAL DE ROUBO - OUTROS (1),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Pompéia,Bauru
ROUBO - OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Pompéia,Bauru
ROUBO DE VEÍCULO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Pompéia,Bauru
ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Pompéia,Bauru
ROUBO DE CARGA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Pompéia,Bauru
FURTO - OUTROS,3.0,5.0,5.0,...,...,...,...,...,...,...,...,...,13.0,2020,Pompéia,Bauru
FURTO DE VEÍCULO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Pompéia,Bauru
HOMICÍDIO DOLOSO (2),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Pongaí,Bauru
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Pongaí,Bauru
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Pongaí,Bauru
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Pongaí,Bauru
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Pongaí,Bauru
HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Pongaí,Bauru
TENTATIVA DE HOMICÍDIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Pongaí,Bauru
LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Pongaí,Bauru
LESÃO CORPORAL DOLOSA,2.0,1.0,0.0,...,...,...,...,...,...,...,...,...,3.0,2020,Pongaí,Bauru
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,0.0,2.0,0.0,...,...,...,...,...,...,...,...,...,2.0,2020,Pongaí,Bauru
LESÃO CORPORAL CULPOSA - OUTRAS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Pongaí,Bauru
LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Pongaí,Bauru
Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Pongaí,Bauru
TOTAL DE ESTUPRO (4),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Pongaí,Bauru
ESTUPRO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Pongaí,Bauru
ESTUPRO DE VULNERÁVEL,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Pongaí,Bauru
TOTAL DE ROUBO - OUTROS (1),1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Pongaí,Bauru
ROUBO - OUTROS,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Pongaí,Bauru
ROUBO DE VEÍCULO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Pongaí,Bauru
ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Pongaí,Bauru
ROUBO DE CARGA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Pongaí,Bauru
FURTO - OUTROS,0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2020,Pongaí,Bauru
FURTO DE VEÍCULO,0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2020,Pongaí,Bauru
HOMICÍDIO DOLOSO (2),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Presidente Alves,Bauru
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Presidente Alves,Bauru
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Presidente Alves,Bauru
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Presidente Alves,Bauru
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Presidente Alves,Bauru
HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Presidente Alves,Bauru
TENTATIVA DE HOMICÍDIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Presidente Alves,Bauru
LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Presidente Alves,Bauru
LESÃO CORPORAL DOLOSA,1.0,1.0,0.0,...,...,...,...,...,...,...,...,...,2.0,2020,Presidente Alves,Bauru
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Presidente Alves,Bauru
LESÃO CORPORAL CULPOSA - OUTRAS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Presidente Alves,Bauru
LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Presidente Alves,Bauru
Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Presidente Alves,Bauru
TOTAL DE ESTUPRO (4),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Presidente Alves,Bauru
ESTUPRO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Presidente Alves,Bauru
ESTUPRO DE VULNERÁVEL,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Presidente Alves,Bauru
TOTAL DE ROUBO - OUTROS (1),0.0,1.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Presidente Alves,Bauru
ROUBO - OUTROS,0.0,1.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Presidente Alves,Bauru
ROUBO DE VEÍCULO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Presidente Alves,Bauru
ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Presidente Alves,Bauru
ROUBO DE CARGA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Presidente Alves,Bauru
FURTO - OUTROS,4.0,2.0,1.0,...,...,...,...,...,...,...,...,...,7.0,2020,Presidente Alves,Bauru
FURTO DE VEÍCULO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Presidente Alves,Bauru
HOMICÍDIO DOLOSO (2),0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2020,Promissão,Bauru
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2020,Promissão,Bauru
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Promissão,Bauru
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Promissão,Bauru
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2020,Promissão,Bauru
HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Promissão,Bauru
TENTATIVA DE HOMICÍDIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Promissão,Bauru
LESÃO CORPORAL SEGUIDA DE MORTE,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Promissão,Bauru
LESÃO CORPORAL DOLOSA,9.0,8.0,5.0,...,...,...,...,...,...,...,...,...,22.0,2020,Promissão,Bauru
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,3.0,4.0,2.0,...,...,...,...,...,...,...,...,...,9.0,2020,Promissão,Bauru
LESÃO CORPORAL CULPOSA - OUTRAS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Promissão,Bauru
LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Promissão,Bauru
Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Promissão,Bauru
TOTAL DE ESTUPRO (4),1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Promissão,Bauru
ESTUPRO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Promissão,Bauru
ESTUPRO DE VULNERÁVEL,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Promissão,Bauru
TOTAL DE ROUBO - OUTROS (1),1.0,3.0,2.0,...,...,...,...,...,...,...,...,...,6.0,2020,Promissão,Bauru
ROUBO - OUTROS,1.0,3.0,2.0,...,...,...,...,...,...,...,...,...,6.0,2020,Promissão,Bauru
ROUBO DE VEÍCULO,0.0,1.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Promissão,Bauru
ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Promissão,Bauru
ROUBO DE CARGA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Promissão,Bauru
FURTO - OUTROS,50.0,44.0,39.0,...,...,...,...,...,...,...,...,...,133.0,2020,Promissão,Bauru
FURTO DE VEÍCULO,1.0,0.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Promissão,Bauru
HOMICÍDIO DOLOSO (2),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Quatá,Bauru
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Quatá,Bauru
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Quatá,Bauru
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Quatá,Bauru
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Quatá,Bauru
HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Quatá,Bauru
TENTATIVA DE HOMICÍDIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Quatá,Bauru
LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Quatá,Bauru
LESÃO CORPORAL DOLOSA,3.0,0.0,1.0,...,...,...,...,...,...,...,...,...,4.0,2020,Quatá,Bauru
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,0.0,0.0,1.0,...,...,...,...,...,...,...,...,...,1.0,2020,Quatá,Bauru
LESÃO CORPORAL CULPOSA - OUTRAS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Quatá,Bauru
LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Quatá,Bauru
Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Quatá,Bauru
TOTAL DE ESTUPRO (4),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Quatá,Bauru
ESTUPRO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Quatá,Bauru
ESTUPRO DE VULNERÁVEL,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Quatá,Bauru
TOTAL DE ROUBO - OUTROS (1),1.0,0.0,2.0,...,...,...,...,...,...,...,...,...,3.0,2020,Quatá,Bauru
ROUBO - OUTROS,1.0,0.0,2.0,...,...,...,...,...,...,...,...,...,3.0,2020,Quatá,Bauru
ROUBO DE VEÍCULO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Quatá,Bauru
ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Quatá,Bauru
ROUBO DE CARGA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Quatá,Bauru
FURTO - OUTROS,5.0,4.0,3.0,...,...,...,...,...,...,...,...,...,12.0,2020,Quatá,Bauru
FURTO DE VEÍCULO,0.0,1.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Quatá,Bauru
HOMICÍDIO DOLOSO (2),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Queiroz,Bauru
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Queiroz,Bauru
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Queiroz,Bauru
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Queiroz,Bauru
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Queiroz,Bauru
HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Queiroz,Bauru
TENTATIVA DE HOMICÍDIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Queiroz,Bauru
LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Queiroz,Bauru
LESÃO CORPORAL DOLOSA,1.0,1.0,0.0,...,...,...,...,...,...,...,...,...,2.0,2020,Queiroz,Bauru
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Queiroz,Bauru
LESÃO CORPORAL CULPOSA - OUTRAS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Queiroz,Bauru
LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Queiroz,Bauru
Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Queiroz,Bauru
TOTAL DE ESTUPRO (4),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Queiroz,Bauru
ESTUPRO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Queiroz,Bauru
ESTUPRO DE VULNERÁVEL,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Queiroz,Bauru
TOTAL DE ROUBO - OUTROS (1),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Queiroz,Bauru
ROUBO - OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Queiroz,Bauru
ROUBO DE VEÍCULO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Queiroz,Bauru
ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Queiroz,Bauru
ROUBO DE CARGA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Queiroz,Bauru
FURTO - OUTROS,3.0,1.0,1.0,...,...,...,...,...,...,...,...,...,5.0,2020,Queiroz,Bauru
FURTO DE VEÍCULO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Queiroz,Bauru
HOMICÍDIO DOLOSO (2),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Quintana,Bauru
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Quintana,Bauru
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Quintana,Bauru
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Quintana,Bauru
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0.0,1.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Quintana,Bauru
HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Quintana,Bauru
TENTATIVA DE HOMICÍDIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Quintana,Bauru
LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Quintana,Bauru
LESÃO CORPORAL DOLOSA,2.0,5.0,1.0,...,...,...,...,...,...,...,...,...,8.0,2020,Quintana,Bauru
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,0.0,1.0,0.0,...,...,...,...,...,...,...,...,...,1.0,2020,Quintana,Bauru
LESÃO CORPORAL CULPOSA - OUTRAS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Quintana,Bauru
LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Quintana,Bauru
Nº DE VÍTIMAS EM LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Quintana,Bauru
TOTAL DE ESTUPRO (4),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Quintana,Bauru
ESTUPRO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Quintana,Bauru
ESTUPRO DE VULNERÁVEL,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Quintana,Bauru
TOTAL DE ROUBO - OUTROS (1),1.0,0.0,1.0,...,...,...,...,...,...,...,...,...,2.0,2020,Quintana,Bauru
ROUBO - OUTROS,1.0,0.0,1.0,...,...,...,...,...,...,...,...,...,2.0,2020,Quintana,Bauru
ROUBO DE VEÍCULO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Quintana,Bauru
ROUBO A BANCO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Quintana,Bauru
ROUBO DE CARGA,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Quintana,Bauru
FURTO - OUTROS,4.0,1.0,2.0,...,...,...,...,...,...,...,...,...,7.0,2020,Quintana,Bauru
FURTO DE VEÍCULO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Quintana,Bauru
HOMICÍDIO DOLOSO (2),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Reginópolis,Bauru
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Reginópolis,Bauru
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Reginópolis,Bauru
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Reginópolis,Bauru
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Reginópolis,Bauru
HOMICÍDIO CULPOSO OUTROS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Reginópolis,Bauru
TENTATIVA DE HOMICÍDIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Reginópolis,Bauru
LESÃO CORPORAL SEGUIDA DE MORTE,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Reginópolis,Bauru
LESÃO CORPORAL DOLOSA,3.0,5.0,2.0,...,...,...,...,...,...,...,...,...,10.0,2020,Reginópolis,Bauru
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Reginópolis,Bauru
LESÃO CORPORAL CULPOSA - OUTRAS,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Reginópolis,Bauru
LATROCÍNIO,0.0,0.0,0.0,...,...,...,...,...,...,...,...,...,0.0,2020,Reginópolis,Bauru
